timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];left_right_balance;accumulated_power[watts];cadence[rpm];left_pco[mm];right_pco[mm];left_power_phase[degrees];left_power_phase_peak[degrees];right_power_phase[degrees];right_power_phase_peak[degrees]
962862188;797.4;33.40;7.53;167;145;27;177;12243;89;-13;1;2.812500043945313E-7|2.109375032958985E-5;7.171875112060549E-6|1.2234375191162112E-5;2.812500043945313E-7|2.0250000316406255E-5;6.890625107666017E-6|1.1812500184570315E-5
962862189;804.96;33.40;7.75;125;144;27;180;12368;88;-11;1;9.843750153808596E-7|2.0812500325195316E-5;7.312500114257814E-6|1.2375000193359378E-5;2.812500043945313E-7|2.0250000316406255E-5;6.890625107666017E-6|1.1812500184570315E-5
962862190;812.44;33.40;7.48;83;144;27;184;12451;88;-10;1;9.843750153808596E-7|2.0812500325195316E-5;7.312500114257814E-6|1.2375000193359378E-5;1.4062500219726565E-7|1.9968750312011722E-5;6.750000105468752E-6|1.167187518237305E-5
962862191;819.9;33.60;7.59;67;143;27;179;12518;88;-11;1;9.843750153808596E-7|2.0812500325195316E-5;7.312500114257814E-6|1.2375000193359378E-5;1.4062500219726565E-7|1.9968750312011722E-5;6.750000105468752E-6|1.167187518237305E-5
962862192;827.44;33.60;7.42;61;143;27;173;12579;86;-11;1;1.1250000175781252E-6|2.0812500325195316E-5;7.45312511645508E-6|1.2796875199951175E-5;1.1250000175781252E-6|1.940625030322266E-5;7.031250109863283E-6|1.167187518237305E-5
962862193;835.06;33.60;7.58;59;142;27;173;12638;85;-9;2;1.1250000175781252E-6|2.0812500325195316E-5;7.45312511645508E-6|1.2796875199951175E-5;1.1250000175781252E-6|1.940625030322266E-5;7.031250109863283E-6|1.167187518237305E-5
962862194;842.54;33.60;7.37;95;141;27;173;12733;85;-9;2;1.1250000175781252E-6|2.0812500325195316E-5;7.45312511645508E-6|1.2796875199951175E-5;1.1250000175781252E-6|1.940625030322266E-5;7.031250109863283E-6|1.167187518237305E-5
962862195;849.73;33.80;7.27;121;140;27;172;12854;85;-8;1;7.031250109863283E-7|2.1515625336181647E-5;7.031250109863283E-6|1.2515625195556644E-5;1.1250000175781252E-6|1.940625030322266E-5;7.031250109863283E-6|1.167187518237305E-5
962862196;857.45;33.80;7.51;204;140;27;172;13058;87;-9;1;0.0|2.1796875340576176E-5;7.031250109863283E-6|1.1812500184570315E-5;2.812500043945313E-7|1.982812530981446E-5;6.890625107666017E-6|1.167187518237305E-5
962862197;864.64;33.80;7.67;238;140;27;178;13296;85;-9;1;3.5156250549316415E-5|2.2078125344970708E-5;7.312500114257814E-6|1.1812500184570315E-5;2.812500043945313E-7|1.982812530981446E-5;6.890625107666017E-6|1.167187518237305E-5
962862198;872.22;34.00;7.79;210;141;27;177;13506;88;-10;0;3.5156250549316415E-5|2.2078125344970708E-5;7.312500114257814E-6|1.1812500184570315E-5;3.5156250549316415E-5|2.039062531860352E-5;6.750000105468752E-6|1.1109375173583987E-5
962862199;879.99;34.00;7.92;194;141;27;181;13700;90;-12;0;1.4062500219726565E-7|2.0671875322998053E-5;7.031250109863283E-6|1.2093750188964847E-5;3.5156250549316415E-5|2.039062531860352E-5;6.750000105468752E-6|1.1109375173583987E-5
962862200;888.1;34.00;8.04;182;142;27;178;13882;91;-11;0;1.4062500219726565E-7|2.0671875322998053E-5;7.031250109863283E-6|1.2093750188964847E-5;3.5156250549316415E-5|2.039062531860352E-5;6.750000105468752E-6|1.1109375173583987E-5
962862201;896.13;34.20;8.19;228;142;27;178;14110;93;-12;0;0.0|2.1515625336181647E-5;7.5937501186523455E-6|1.2796875199951175E-5;3.571875055810548E-5|1.9265625301025395E-5;6.0468750944824235E-6|1.1390625177978518E-5
962862202;904.66;34.00;8.24;222;143;27;177;14332;92;-12;0;3.557812555590821E-5|2.1796875340576176E-5;7.45312511645508E-6|1.2093750188964847E-5;3.571875055810548E-5|1.9265625301025395E-5;6.0468750944824235E-6|1.1390625177978518E-5
962862203;912.79;34.00;8.25;201;143;27;177;14533;94;-11;2;0.0|2.1234375331787115E-5;8.015625125244143E-6|1.2234375191162112E-5;3.459375054052735E-5|2.010937531420899E-5;6.750000105468752E-6|1.1531250180175784E-5
962862204;921.41;34.20;8.36;238;143;27;178;14771;96;-11;2;0.0|2.1234375331787115E-5;8.015625125244143E-6|1.2234375191162112E-5;3.459375054052735E-5|2.010937531420899E-5;6.750000105468752E-6|1.1531250180175784E-5
962862205;929.87;34.20;8.38;238;143;27;177;15009;94;-10;0;3.501562554711915E-5|2.0953125327392582E-5;7.875000123046877E-6|1.1953125186767581E-5;3.501562554711915E-5|1.982812530981446E-5;7.45312511645508E-6|1.1812500184570315E-5
962862206;938.47;34.20;8.44;182;143;27;179;15191;93;-11;1;3.571875055810548E-5|2.0671875322998053E-5;7.031250109863283E-6|1.167187518237305E-5;3.346875052294923E-5|1.9546875305419927E-5;7.875000123046877E-6|1.1531250180175784E-5
962862207;946.91;34.20;8.21;156;144;27;174;15347;93;-11;0;3.571875055810548E-5|2.0671875322998053E-5;7.031250109863283E-6|1.167187518237305E-5;3.346875052294923E-5|1.9546875305419927E-5;7.875000123046877E-6|1.1531250180175784E-5
962862208;955.27;34.20;8.31;189;144;27;178;15536;91;-12;1;4.21875006591797E-7|2.137500033398438E-5;7.45312511645508E-6|1.2234375191162112E-5;3.459375054052735E-5|2.010937531420899E-5;6.890625107666017E-6|1.1250000175781253E-5
962862209;963.68;34.40;8.28;209;144;27;177;15745;93;-12;1;3.557812555590821E-5|2.1234375331787115E-5;6.609375103271486E-6|1.1953125186767581E-5;3.529687555151368E-5|1.982812530981446E-5;7.171875112060549E-6|1.1531250180175784E-5
962862210;972.19;34.40;8.34;193;144;27;178;15938;91;-11;1;3.557812555590821E-5|2.1234375331787115E-5;6.609375103271486E-6|1.1953125186767581E-5;3.529687555151368E-5|1.982812530981446E-5;7.171875112060549E-6|1.1531250180175784E-5
962862211;980.75;34.40;8.50;201;145;27;176;16139;93;-11;1;3.543750055371095E-5|2.1234375331787115E-5;7.45312511645508E-6|1.2234375191162112E-5;3.487500054492188E-5|2.0531250320800787E-5;6.46875010107422E-6|1.1390625177978518E-5
962862212;989.35;34.40;8.59;176;145;27;176;16315;93;-11;1;3.571875055810548E-5|2.1656250338378913E-5;7.45312511645508E-6|1.2234375191162112E-5;3.487500054492188E-5|2.0531250320800787E-5;6.46875010107422E-6|1.1390625177978518E-5
962862213;997.93;34.60;8.53;145;146;27;179;16460;92;-12;1;2.812500043945313E-7|2.109375032958985E-5;7.171875112060549E-6|1.2515625195556644E-5;3.543750055371095E-5|2.039062531860352E-5;7.312500114257814E-6|1.1812500184570315E-5
962862214;1006.28;34.80;8.31;129;146;27;176;16589;92;-12;1;4.21875006591797E-7|2.137500033398438E-5;6.750000105468752E-6|1.2234375191162112E-5;3.543750055371095E-5|2.039062531860352E-5;7.312500114257814E-6|1.1812500184570315E-5
962862215;1014.45;35.20;8.07;153;146;27;174;16742;90;-12;1;4.21875006591797E-7|2.137500033398438E-5;6.750000105468752E-6|1.2234375191162112E-5;3.543750055371095E-5|2.039062531860352E-5;7.312500114257814E-6|1.1812500184570315E-5
962862216;1022.54;35.20;8.06;177;147;27;177;16919;92;-11;0;5.625000087890626E-7|2.0953125327392582E-5;6.46875010107422E-6|1.1812500184570315E-5;2.812500043945313E-7|2.0250000316406255E-5;6.46875010107422E-6|1.1390625177978518E-5
962862217;1030.23;35.40;7.69;166;147;27;175;17085;89;-12;2;5.625000087890626E-7|2.0953125327392582E-5;6.46875010107422E-6|1.1812500184570315E-5;2.812500043945313E-7|2.0250000316406255E-5;6.46875010107422E-6|1.1390625177978518E-5
962862218;1038.02;35.60;7.90;144;147;27;176;17229;89;-11;-1;5.625000087890626E-7|2.0953125327392582E-5;6.46875010107422E-6|1.1812500184570315E-5;2.812500043945313E-7|2.0250000316406255E-5;6.46875010107422E-6|1.1390625177978518E-5
962862219;1045.8;35.60;7.77;143;147;27;178;17372;89;-11;-1;2.812500043945313E-7|2.109375032958985E-5;7.171875112060549E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5
962862220;1053.7;35.60;7.99;156;148;27;173;17528;89;-11;1;2.812500043945313E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5
962862221;1061.89;36.00;8.38;185;147;27;173;17713;89;-12;1;2.812500043945313E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.2375000193359378E-5;0.0|1.9968750312011722E-5;6.187500096679689E-6|1.1390625177978518E-5
962862222;1069.78;36.20;8.20;153;148;27;174;17866;90;-12;1;0.0|2.137500033398438E-5;7.171875112060549E-6|1.2234375191162112E-5;0.0|2.010937531420899E-5;6.750000105468752E-6|1.1812500184570315E-5
962862223;1077.72;36.40;8.09;148;148;27;177;18014;90;-12;1;4.21875006591797E-7|2.0531250320800787E-5;7.031250109863283E-6|1.2234375191162112E-5;3.543750055371095E-5|2.0250000316406255E-5;6.46875010107422E-6|1.167187518237305E-5
962862224;1085.76;36.60;8.08;82;148;27;170;18096;89;-13;1;4.21875006591797E-7|2.0531250320800787E-5;7.031250109863283E-6|1.2234375191162112E-5;3.543750055371095E-5|2.0250000316406255E-5;6.46875010107422E-6|1.167187518237305E-5
962862225;1093.81;36.80;8.21;99;148;27;170;18195;87;-11;1;1.265625019775391E-6|2.137500033398438E-5;7.734375120849611E-6|1.3078125204345707E-5;3.543750055371095E-5|2.0250000316406255E-5;6.46875010107422E-6|1.167187518237305E-5
962862226;1101.82;37.00;7.85;119;148;27;175;18314;87;-11;1;1.4062500219726565E-7|2.0812500325195316E-5;7.312500114257814E-6|1.2796875199951175E-5;7.031250109863283E-7|2.039062531860352E-5;6.890625107666017E-6|1.1812500184570315E-5
962862227;1109.71;37.20;7.87;121;147;27;177;18435;86;-10;1;1.4062500219726565E-7|2.0812500325195316E-5;7.312500114257814E-6|1.2796875199951175E-5;7.031250109863283E-7|1.9968750312011722E-5;7.031250109863283E-6|1.2234375191162112E-5
962862228;1117.45;37.20;7.85;76;147;27;177;18511;84;-10;1;9.843750153808596E-7|2.0812500325195316E-5;7.031250109863283E-6|1.2515625195556644E-5;7.031250109863283E-7|1.9968750312011722E-5;7.031250109863283E-6|1.2234375191162112E-5
962862229;1125.22;37.20;7.78;85;147;27;177;18596;85;-10;1;9.843750153808596E-7|2.0812500325195316E-5;7.031250109863283E-6|1.2515625195556644E-5;7.031250109863283E-7|1.9968750312011722E-5;7.031250109863283E-6|1.2234375191162112E-5
962862230;1132.8;37.40;7.64;124;146;27;175;18596;85;-11;1;5.625000087890626E-7|2.0812500325195316E-5;7.171875112060549E-6|1.265625019775391E-5;7.031250109863283E-7|2.0250000316406255E-5;6.328125098876955E-6|1.1531250180175784E-5
962862231;1140.48;37.40;7.88;124;145;27;175;18844;86;-13;1;5.625000087890626E-7|2.0531250320800787E-5;7.312500114257814E-6|1.3218750206542971E-5;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5
962862232;1148.34;37.40;7.92;134;144;27;179;18978;87;-13;1;5.625000087890626E-7|2.0531250320800787E-5;7.312500114257814E-6|1.3218750206542971E-5;9.843750153808596E-7|1.9968750312011722E-5;7.171875112060549E-6|1.2234375191162112E-5
962862233;1156.2;37.40;7.95;95;144;27;172;19073;87;-13;1;2.812500043945313E-7|2.109375032958985E-5;7.031250109863283E-6|1.265625019775391E-5;7.031250109863283E-7|1.9968750312011722E-5;6.328125098876955E-6|1.167187518237305E-5
962862234;1164.3;37.60;8.15;112;144;27;175;19185;89;-12;0;7.031250109863283E-7|2.109375032958985E-5;7.031250109863283E-6|1.2234375191162112E-5;7.031250109863283E-7|1.9968750312011722E-5;6.328125098876955E-6|1.167187518237305E-5
962862235;1172.44;37.60;8.16;102;144;27;175;19287;91;-10;0;7.031250109863283E-7|2.109375032958985E-5;7.031250109863283E-6|1.2234375191162112E-5;7.031250109863283E-7|1.9968750312011722E-5;6.328125098876955E-6|1.167187518237305E-5
962862236;1180.69;37.60;8.25;63;143;27;181;19350;90;-12;0;1.265625019775391E-6|2.1937500342773442E-5;6.890625107666017E-6|1.2234375191162112E-5;1.1250000175781252E-6|2.039062531860352E-5;6.890625107666017E-6|1.1953125186767581E-5
962862237;1188.93;37.80;8.14;77;143;27;168;19427;91;-12;0;1.4062500219726567E-6|2.0531250320800787E-5;6.46875010107422E-6|1.2234375191162112E-5;1.1250000175781252E-6|2.039062531860352E-5;6.890625107666017E-6|1.1953125186767581E-5
962862238;1197.42;38.00;8.19;103;142;27;168;19530;90;-11;1;1.4062500219726567E-6|2.0531250320800787E-5;6.46875010107422E-6|1.2234375191162112E-5;1.1250000175781252E-6|2.039062531860352E-5;6.890625107666017E-6|1.1953125186767581E-5
962862239;1205.76;37.80;8.26;149;141;27;171;19679;92;-11;1;2.812500043945313E-7|2.1515625336181647E-5;6.750000105468752E-6|1.2515625195556644E-5;7.031250109863283E-7|1.982812530981446E-5;6.46875010107422E-6|1.167187518237305E-5
962862240;1214.35;38.00;8.41;174;141;27;179;19853;93;-11;0;8.43750013183594E-7|2.137500033398438E-5;6.187500096679689E-6|1.1531250180175784E-5;7.031250109863283E-7|1.982812530981446E-5;6.46875010107422E-6|1.167187518237305E-5
962862241;1222.99;38.00;8.62;151;141;26;177;20004;94;-10;0;2.812500043945313E-7|2.0671875322998053E-5;6.890625107666017E-6|1.2093750188964847E-5;3.557812555590821E-5|2.0671875322998053E-5;6.750000105468752E-6|1.1812500184570315E-5
962862242;1231.72;38.00;8.67;145;141;26;178;20149;97;-12;0;5.625000087890626E-7|2.0250000316406255E-5;7.5937501186523455E-6|1.265625019775391E-5;3.557812555590821E-5|2.0671875322998053E-5;6.750000105468752E-6|1.1812500184570315E-5
962862243;1240.41;38.00;8.73;84;141;26;181;20233;88;-12;1;5.625000087890626E-7|2.0250000316406255E-5;7.5937501186523455E-6|1.265625019775391E-5;3.543750055371095E-5|1.940625030322266E-5;7.171875112060549E-6|1.1812500184570315E-5
962862244;1249.03;38.00;8.66;87;141;26;178;20320;90;-10;1;9.843750153808596E-7|2.0953125327392582E-5;7.031250109863283E-6|1.2515625195556644E-5;5.625000087890626E-7|1.940625030322266E-5;7.5937501186523455E-6|1.1953125186767581E-5
962862245;1257.45;38.00;8.51;66;140;26;172;20386;89;-11;2;9.843750153808596E-7|2.0953125327392582E-5;7.031250109863283E-6|1.2515625195556644E-5;5.625000087890626E-7|1.940625030322266E-5;7.5937501186523455E-6|1.1953125186767581E-5
962862246;1265.77;38.00;8.30;93;140;26;172;20479;88;-14;3;1.265625019775391E-6|2.0671875322998053E-5;7.031250109863283E-6|1.2375000193359378E-5;5.625000087890626E-7|1.940625030322266E-5;7.5937501186523455E-6|1.1953125186767581E-5
962862247;1273.8;38.00;8.00;138;140;26;175;20617;87;-14;3;8.43750013183594E-7|2.1937500342773442E-5;7.45312511645508E-6|1.2375000193359378E-5;2.812500043945313E-7|2.0953125327392582E-5;6.890625107666017E-6|1.167187518237305E-5
962862248;1281.76;38.00;7.98;166;140;26;175;20783;90;-13;3;7.031250109863283E-7|2.0531250320800787E-5;6.750000105468752E-6|1.2093750188964847E-5;8.43750013183594E-7|2.010937531420899E-5;6.187500096679689E-6|1.1390625177978518E-5
962862249;1289.85;38.00;8.12;150;140;26;183;20933;92;-12;-1;7.031250109863283E-7|2.0531250320800787E-5;6.750000105468752E-6|1.2093750188964847E-5;8.43750013183594E-7|2.010937531420899E-5;6.187500096679689E-6|1.1390625177978518E-5
962862250;1298.47;38.00;8.68;141;140;26;174;21074;92;-12;-1;8.43750013183594E-7|2.0671875322998053E-5;7.031250109863283E-6|1.1812500184570315E-5;3.557812555590821E-5|1.9687500307617193E-5;6.46875010107422E-6|1.1531250180175784E-5
962862251;1307.37;37.80;8.85;111;139;26;178;21185;92;-11;0;3.543750055371095E-5|2.0250000316406255E-5;8.015625125244143E-6|1.3218750206542971E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1812500184570315E-5
962862252;1316.48;37.80;8.94;117;139;26;180;21302;94;-11;2;3.543750055371095E-5|2.0250000316406255E-5;8.015625125244143E-6|1.3218750206542971E-5;0.0|1.9546875305419927E-5;6.750000105468752E-6|1.1812500184570315E-5
962862253;1325.62;37.80;9.06;91;139;26;173;21393;94;-11;-1;1.265625019775391E-6|2.0953125327392582E-5;7.031250109863283E-6|1.1953125186767581E-5;9.843750153808596E-7|1.9687500307617193E-5;7.171875112060549E-6|1.1812500184570315E-5
962862254;1334.82;37.80;9.17;113;139;26;173;21506;93;-11;-1;1.265625019775391E-6|2.0531250320800787E-5;8.156250127441408E-6|1.3218750206542971E-5;2.109375032958985E-6|2.039062531860352E-5;6.609375103271486E-6|1.1250000175781253E-5
962862255;1344.12;37.80;9.23;83;138;26;178;21589;97;-12;4;1.265625019775391E-6|2.0531250320800787E-5;8.156250127441408E-6|1.3218750206542971E-5;2.109375032958985E-6|2.039062531860352E-5;6.609375103271486E-6|1.1250000175781253E-5
962862256;1353.29;37.80;9.01;14;138;26;228;21603;69;-12;4;1.1250000175781252E-6|2.109375032958985E-5;7.5937501186523455E-6|1.265625019775391E-5;1.5468750241699222E-6|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
962862257;1362.27;37.80;8.87;1;138;26;128;21604;64;-7;2;1.1250000175781252E-6|2.109375032958985E-5;7.5937501186523455E-6|1.265625019775391E-5;1.5468750241699222E-6|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
962862258;1371.17;37.80;8.61;38;137;26;176;21604;64;-7;2;1.1250000175781252E-6|2.109375032958985E-5;7.5937501186523455E-6|1.265625019775391E-5;1.5468750241699222E-6|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
962862259;1380.01;37.80;8.72;39;137;26;128;21681;91;-7;0;8.43750013183594E-7|2.137500033398438E-5;7.45312511645508E-6|1.3218750206542971E-5;1.5468750241699222E-6|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
962862260;1388.88;37.80;8.67;132;137;26;128;21813;89;-10;0;8.43750013183594E-7|2.137500033398438E-5;7.45312511645508E-6|1.3218750206542971E-5;1.5468750241699222E-6|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
962862261;1397.74;37.80;8.60;100;136;26;177;21913;91;-10;0;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862262;1406.52;37.80;8.62;49;136;26;176;21962;91;-8;1;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862263;1415.31;37.80;8.59;12;134;26;180;21974;81;-9;-1;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862264;1423.76;37.80;8.44;14;133;26;228;21988;64;-9;-1;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862265;1432.2;37.80;8.30;13;133;26;128;22001;72;-7;2;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862266;1440.49;37.80;8.34;132;132;26;128;22133;86;-7;1;1.5468750241699222E-6|2.137500033398438E-5;7.734375120849611E-6|1.265625019775391E-5;1.4062500219726565E-7|2.0250000316406255E-5;6.890625107666017E-6|1.2234375191162112E-5
962862267;1449.02;37.80;8.42;172;132;26;173;22305;88;-7;1;5.625000087890626E-7|2.2921875358154302E-5;7.5937501186523455E-6|1.3078125204345707E-5;0.0|2.039062531860352E-5;7.312500114257814E-6|1.265625019775391E-5
962862268;1457.71;37.80;8.59;175;131;26;176;22480;89;-10;-2;1.4062500219726565E-7|2.1937500342773442E-5;7.031250109863283E-6|1.2515625195556644E-5;3.501562554711915E-5|2.0531250320800787E-5;6.609375103271486E-6|1.1953125186767581E-5
962862269;1466.62;37.80;8.74;192;131;26;177;22672;91;-10;-2;1.4062500219726565E-7|2.1937500342773442E-5;7.031250109863283E-6|1.2515625195556644E-5;3.543750055371095E-5|2.039062531860352E-5;6.328125098876955E-6|1.1531250180175784E-5
962862270;1475.66;37.80;8.91;253;132;26;177;22925;93;-10;-2;7.031250109863283E-7|2.1937500342773442E-5;7.312500114257814E-6|1.2515625195556644E-5;3.543750055371095E-5|2.039062531860352E-5;6.328125098876955E-6|1.1531250180175784E-5
962862271;1484.86;37.80;9.14;205;132;26;181;23130;94;-12;0;3.543750055371095E-5|2.2078125344970708E-5;7.312500114257814E-6|1.2093750188964847E-5;3.473437554272462E-5|2.010937531420899E-5;6.328125098876955E-6|1.1390625177978518E-5
962862272;1494.22;38.00;9.27;139;133;26;179;23269;96;-11;0;3.543750055371095E-5|2.2078125344970708E-5;7.312500114257814E-6|1.2093750188964847E-5;3.473437554272462E-5|2.010937531420899E-5;6.328125098876955E-6|1.1390625177978518E-5
962862273;1503.65;38.00;9.31;114;134;26;175;23383;96;-11;0;9.843750153808596E-7|2.109375032958985E-5;7.031250109863283E-6|1.2234375191162112E-5;3.473437554272462E-5|2.010937531420899E-5;6.328125098876955E-6|1.1390625177978518E-5
962862274;1513.04;38.00;9.36;105;134;26;171;23488;97;-11;0;1.1250000175781252E-6|2.0953125327392582E-5;7.312500114257814E-6|1.2796875199951175E-5;3.5156250549316415E-5|2.010937531420899E-5;7.171875112060549E-6|1.167187518237305E-5
962862275;1522.36;37.80;9.37;135;135;26;182;23623;96;-11;1;7.031250109863283E-7|2.1515625336181647E-5;7.5937501186523455E-6|1.2515625195556644E-5;0.0|2.0250000316406255E-5;6.750000105468752E-6|1.1812500184570315E-5
962862276;1531.86;37.80;9.44;106;136;26;182;23729;95;-11;1;1.4062500219726567E-6|2.1234375331787115E-5;7.171875112060549E-6|1.2375000193359378E-5;8.43750013183594E-7|2.109375032958985E-5;7.5937501186523455E-6|1.1953125186767581E-5
962862277;1541.03;37.80;9.26;93;136;26;174;23822;88;-12;3;1.4062500219726567E-6|2.1234375331787115E-5;7.171875112060549E-6|1.2375000193359378E-5;8.43750013183594E-7|2.109375032958985E-5;7.5937501186523455E-6|1.1953125186767581E-5
962862278;1550.35;37.80;9.36;115;136;26;177;23937;91;-12;2;5.625000087890626E-7|2.109375032958985E-5;7.5937501186523455E-6|1.3078125204345707E-5;1.265625019775391E-6|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5
962862279;1559.82;37.80;9.43;95;137;26;167;24032;91;-12;1;5.625000087890626E-7|2.109375032958985E-5;7.5937501186523455E-6|1.3078125204345707E-5;1.265625019775391E-6|2.0671875322998053E-5;7.312500114257814E-6|1.2375000193359378E-5
962862280;1569.37;37.80;9.43;50;137;26;180;24082;89;-8;2;5.625000087890626E-7|2.109375032958985E-5;7.5937501186523455E-6|1.3078125204345707E-5;5.625000087890626E-7|2.0671875322998053E-5;7.45312511645508E-6|1.2375000193359378E-5
962862281;1578.97;37.80;9.45;53;137;26;165;24135;91;-9;1;1.4062500219726567E-6|2.0671875322998053E-5;7.5937501186523455E-6|1.3078125204345707E-5;5.625000087890626E-7|2.0671875322998053E-5;7.45312511645508E-6|1.2375000193359378E-5
962862282;1588.52;37.80;9.41;107;137;26;173;24242;91;-9;1;8.43750013183594E-7|2.1515625336181647E-5;6.890625107666017E-6|1.293750020214844E-5;1.1250000175781252E-6|2.039062531860352E-5;7.171875112060549E-6|1.1953125186767581E-5
962862283;1597.85;37.80;9.40;84;137;26;180;24326;89;-11;4;8.43750013183594E-7|2.1515625336181647E-5;6.890625107666017E-6|1.293750020214844E-5;1.1250000175781252E-6|2.039062531860352E-5;7.171875112060549E-6|1.1953125186767581E-5
962862284;1607.44;37.80;9.36;84;136;26;172;24410;90;-11;4;9.843750153808596E-7|2.0812500325195316E-5;7.45312511645508E-6|1.2796875199951175E-5;4.21875006591797E-7|2.0531250320800787E-5;7.45312511645508E-6|1.2234375191162112E-5
962862285;1616.86;37.80;9.43;53;136;26;189;24463;89;-11;2;1.687500026367188E-6|2.0250000316406255E-5;7.031250109863283E-6|1.293750020214844E-5;4.21875006591797E-7|2.0531250320800787E-5;7.45312511645508E-6|1.2234375191162112E-5
962862286;1626.37;37.80;9.36;33;136;26;194;24496;80;-8;0;1.687500026367188E-6|2.0250000316406255E-5;7.031250109863283E-6|1.293750020214844E-5;4.21875006591797E-7|2.0531250320800787E-5;7.45312511645508E-6|1.2234375191162112E-5
962862287;1635.64;37.60;9.29;30;136;26;194;24526;79;-8;0;9.843750153808596E-7|2.137500033398438E-5;5.625000087890627E-6|1.1812500184570315E-5;4.21875006591797E-7|2.0531250320800787E-5;7.45312511645508E-6|1.2234375191162112E-5
