timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935670278;12906.34;54.60;9.39;108;135;32;94;189140;-4;0;1.687500026367188E-6|2.039062531860352E-5;7.875000123046877E-6|1.2515625195556644E-5;178;8.43750013183594E-7|2.1656250338378913E-5;7.875000123046877E-6|1.3218750206542971E-5
935670279;12915.82;54.60;9.52;92;135;32;96;189232;-6;3;9.843750153808596E-7|2.0250000316406255E-5;7.734375120849611E-6|1.2093750188964847E-5;173;8.43750013183594E-7|2.1656250338378913E-5;7.875000123046877E-6|1.3218750206542971E-5
935670280;12925.4;54.60;9.56;108;135;32;95;189340;-6;3;9.843750153808596E-7|2.0250000316406255E-5;7.734375120849611E-6|1.2093750188964847E-5;175;5.625000087890626E-7|2.137500033398438E-5;8.015625125244143E-6|1.293750020214844E-5
935670281;12935.08;54.40;9.76;164;136;32;96;189504;-8;2;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2515625195556644E-5;175;3.571875055810548E-5|2.33437503647461E-5;8.156250127441408E-6|1.3078125204345707E-5
935670282;12944.95;54.40;9.97;172;136;32;99;189676;-9;-1;0.0|2.010937531420899E-5;7.734375120849611E-6|1.2515625195556644E-5;175;3.571875055810548E-5|2.33437503647461E-5;8.156250127441408E-6|1.3078125204345707E-5
935670283;12954.9;54.40;9.95;67;136;32;100;189743;-4;-1;4.21875006591797E-7|2.0250000316406255E-5;8.296875129638674E-6|1.2234375191162112E-5;178;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670284;12964.49;54.40;9.28;73;137;32;100;189743;-2;3;0.0|1.9546875305419927E-5;7.45312511645508E-6|1.2234375191162112E-5;170;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670285;12973.61;54.40;8.96;73;137;32;58;189889;-2;3;0.0|1.9546875305419927E-5;7.45312511645508E-6|1.2234375191162112E-5;178;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670286;12982.56;54.40;9.01;105;138;32;95;189994;-8;1;3.346875052294923E-5|2.4750000386718755E-5;7.45312511645508E-6|1.2375000193359378E-5;192;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670287;12991.54;54.20;8.97;12;138;32;71;190006;-8;1;3.346875052294923E-5|2.4750000386718755E-5;7.45312511645508E-6|1.2375000193359378E-5;228;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670288;13000.42;54.20;8.78;26;139;32;57;190006;-8;1;3.346875052294923E-5|2.4750000386718755E-5;7.45312511645508E-6|1.2375000193359378E-5;228;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670289;13009.23;54.20;8.80;27;139;32;89;190059;-1;3;3.346875052294923E-5|2.4750000386718755E-5;7.45312511645508E-6|1.2375000193359378E-5;168;3.501562554711915E-5|2.235937534936524E-5;8.296875129638674E-6|1.293750020214844E-5
935670290;13018.05;54.20;8.85;115;140;32;89;190174;-3;2;2.9531250461425787E-6|2.0250000316406255E-5;8.015625125244143E-6|1.265625019775391E-5;175;2.812500043945313E-7|2.1796875340576176E-5;7.5937501186523455E-6|1.293750020214844E-5
935670291;13026.99;54.00;8.98;117;140;32;88;190291;-3;2;0.0|1.9546875305419927E-5;8.015625125244143E-6|1.2093750188964847E-5;177;1.4062500219726565E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.265625019775391E-5
935670292;13036.09;54.00;9.13;104;141;32;90;190395;-4;0;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;178;1.4062500219726565E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.265625019775391E-5
935670293;13045.17;54.00;9.07;25;141;32;82;190420;-1;3;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;175;1.4062500219726565E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.265625019775391E-5
935670294;13054.26;54.00;9.02;26;141;32;71;190420;-1;3;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;1.4062500219726565E-7|2.1234375331787115E-5;7.5937501186523455E-6|1.265625019775391E-5
935670295;13063.25;53.80;8.98;26;141;32;92;190472;-1;0;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;8.43750013183594E-7|1.9968750312011722E-5;8.015625125244143E-6|1.3218750206542971E-5
935670296;13072.2;53.80;9.01;34;140;32;95;190506;-2;2;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;180;8.43750013183594E-7|1.9968750312011722E-5;8.015625125244143E-6|1.3218750206542971E-5
935670297;13081.18;53.80;8.98;12;140;32;66;190518;-2;2;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;8.43750013183594E-7|1.9968750312011722E-5;8.015625125244143E-6|1.3218750206542971E-5
935670298;13090.1;53.80;8.96;38;140;32;70;190518;-2;2;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;8.43750013183594E-7|1.9968750312011722E-5;8.015625125244143E-6|1.3218750206542971E-5
935670299;13099.05;53.80;9.00;38;139;32;92;190594;-1;-1;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;8.43750013183594E-7|1.9968750312011722E-5;8.015625125244143E-6|1.3218750206542971E-5
935670300;13108.15;53.80;9.14;72;139;32;95;190666;-1;-1;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;151;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670301;13117.26;53.80;9.08;6;139;32;81;190672;-5;0;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;181;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670302;13126.28;53.60;8.84;2;138;32;67;190674;-2;5;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670303;13135.01;53.60;8.62;1;138;32;63;190675;-3;1;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670304;13143.57;53.60;8.59;19;137;32;83;190694;-4;2;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;228;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670305;13152.01;53.60;8.42;52;137;32;89;190746;-2;1;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;162;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670306;13160.45;53.60;8.49;25;137;31;79;190771;-5;3;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;174;9.843750153808596E-7|2.264062535375977E-5;8.156250127441408E-6|1.3500000210937504E-5
935670307;13168.89;53.60;8.46;82;137;31;85;190853;-5;3;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;174;5.625000087890626E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.3078125204345707E-5
935670308;13177.37;53.40;8.56;88;136;31;86;190941;-5;3;1.1250000175781252E-6|1.9968750312011722E-5;8.015625125244143E-6|1.2515625195556644E-5;174;5.625000087890626E-7|2.0953125327392582E-5;7.45312511645508E-6|1.2796875199951175E-5
935670309;13185.99;53.40;8.72;77;137;31;87;191018;-3;1;1.5468750241699222E-6|2.039062531860352E-5;7.875000123046877E-6|1.2234375191162112E-5;174;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670310;13194.84;53.40;8.84;52;136;31;87;191070;-3;-1;1.5468750241699222E-6|2.039062531860352E-5;7.875000123046877E-6|1.2234375191162112E-5;174;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670311;13203.76;53.40;8.85;29;137;31;89;191099;-3;-1;1.265625019775391E-6|1.982812530981446E-5;8.015625125244143E-6|1.2515625195556644E-5;175;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670312;13212.62;53.40;8.85;37;137;31;92;191136;-1;4;1.265625019775391E-6|1.982812530981446E-5;8.015625125244143E-6|1.2515625195556644E-5;165;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670313;13221.46;53.20;8.73;32;136;31;86;191168;-3;2;1.265625019775391E-6|1.982812530981446E-5;8.015625125244143E-6|1.2515625195556644E-5;164;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670314;13230.24;53.20;8.95;76;136;31;89;191244;-2;0;1.8281250285644535E-6|2.010937531420899E-5;7.5937501186523455E-6|1.1812500184570315E-5;182;9.843750153808596E-7|2.1656250338378913E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670315;13239.14;53.20;8.94;86;136;31;90;191330;-2;0;1.8281250285644535E-6|2.010937531420899E-5;7.5937501186523455E-6|1.1812500184570315E-5;175;7.031250109863283E-7|2.1515625336181647E-5;7.875000123046877E-6|1.3078125204345707E-5
935670316;13248.18;53.20;9.01;62;136;31;90;191392;-3;1;1.8281250285644535E-6|2.010937531420899E-5;7.5937501186523455E-6|1.1812500184570315E-5;175;7.031250109863283E-7|2.1515625336181647E-5;7.875000123046877E-6|1.3078125204345707E-5
935670317;13257.32;53.00;9.04;66;136;31;90;191458;-3;1;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;178;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670318;13266.48;53.00;9.10;52;136;31;94;191510;-3;0;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;169;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670319;13275.54;53.00;9.05;14;136;31;77;191524;-4;-1;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;169;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670320;13284.56;52.80;8.90;0;136;31;77;191524;-3;4;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;199;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670321;13293.46;52.80;8.81;0;136;31;61;191524;-3;4;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;199;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670322;13302.17;52.80;8.61;0;135;31;66;191526;-3;2;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;161;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670323;13310.74;52.80;8.56;14;135;31;61;191526;-3;2;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;161;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670324;13319.31;52.60;8.62;15;135;31;92;191555;-1;5;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;128;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670325;13327.78;52.60;8.51;57;134;31;87;191612;-1;5;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;174;1.4062500219726567E-6|2.109375032958985E-5;7.875000123046877E-6|1.293750020214844E-5
935670326;13336.36;52.60;8.67;55;134;31;87;191667;-4;3;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;174;1.5468750241699222E-6|2.109375032958985E-5;7.45312511645508E-6|1.2515625195556644E-5
935670327;13345.19;52.60;8.87;158;135;31;89;191825;-3;0;1.5468750241699222E-6|2.010937531420899E-5;8.43750013183594E-6|1.2375000193359378E-5;173;1.5468750241699222E-6|2.109375032958985E-5;7.45312511645508E-6|1.2515625195556644E-5
935670328;13354.17;52.60;9.06;188;135;31;89;192013;-3;0;0.0|1.9687500307617193E-5;7.312500114257814E-6|1.1812500184570315E-5;173;3.571875055810548E-5|2.362500036914063E-5;7.5937501186523455E-6|1.2515625195556644E-5
935670329;13363.27;52.60;9.21;225;135;31;92;192238;-7;-2;3.529687555151368E-5|2.0250000316406255E-5;7.171875112060549E-6|1.2234375191162112E-5;175;3.529687555151368E-5|2.432812538012696E-5;7.312500114257814E-6|1.2515625195556644E-5
935670330;13372.7;52.60;9.51;164;136;31;95;192402;-9;-4;3.529687555151368E-5|2.0250000316406255E-5;7.171875112060549E-6|1.2234375191162112E-5;177;3.529687555151368E-5|2.432812538012696E-5;7.312500114257814E-6|1.2515625195556644E-5
935670331;13382.37;52.60;9.66;89;136;31;97;192491;-9;-4;3.473437554272462E-5|1.9968750312011722E-5;7.312500114257814E-6|1.1812500184570315E-5;181;0.0|2.1937500342773442E-5;8.156250127441408E-6|1.265625019775391E-5
935670332;13392.09;52.60;9.60;67;137;31;100;192558;-9;-4;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;173;7.031250109863283E-7|2.0812500325195316E-5;8.156250127441408E-6|1.265625019775391E-5
935670333;13401.74;52.40;9.60;16;137;31;100;192558;-5;-1;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;7.031250109863283E-7|2.0812500325195316E-5;8.156250127441408E-6|1.265625019775391E-5
935670334;13411.31;52.40;9.56;16;137;31;71;192590;-5;-1;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670335;13420.72;52.40;9.39;0;138;31;71;192590;0;5;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670336;13430.07;52.40;9.35;0;138;31;0;192590;0;5;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670337;13439.25;52.20;8.99;0;138;31;0;192590;0;5;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670338;13448.0;52.20;8.44;0;138;31;0;192590;0;5;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670339;13456.44;52.20;8.35;0;138;31;0;192590;0;5;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;176;4.21875006591797E-7|1.8703125292236334E-5;6.750000105468752E-6|1.2515625195556644E-5
935670340;13464.84;52.00;8.41;40;138;31;25;192670;66;-1;3.5156250549316415E-5|1.9968750312011722E-5;7.031250109863283E-6|1.1953125186767581E-5;167;3.529687555151368E-5|2.432812538012696E-5;7.031250109863283E-6|1.2375000193359378E-5
935670341;13473.35;52.00;8.60;211;138;31;87;192881;-9;-1;1.687500026367188E-6|1.7718750276855474E-5;1.068750016699219E-5|1.3218750206542971E-5;173;3.529687555151368E-5|2.432812538012696E-5;7.031250109863283E-6|1.2375000193359378E-5
935670342;13481.93;52.00;8.69;131;139;31;92;193012;-9;-1;3.501562554711915E-5|2.4187500377929694E-5;7.312500114257814E-6|1.2234375191162112E-5;186;3.487500054492188E-5|2.2781250355957036E-5;8.015625125244143E-6|1.265625019775391E-5
935670343;13490.64;52.00;8.68;88;139;31;97;193100;-5;-3;3.445312553833009E-5|1.982812530981446E-5;7.734375120849611E-6|1.1953125186767581E-5;186;5.625000087890626E-7|1.9968750312011722E-5;8.015625125244143E-6|1.265625019775391E-5
935670344;13499.4;52.00;8.72;98;140;31;87;193198;-5;2;3.445312553833009E-5|1.982812530981446E-5;7.734375120849611E-6|1.1953125186767581E-5;186;5.625000087890626E-7|1.9968750312011722E-5;8.015625125244143E-6|1.265625019775391E-5
935670345;13508.14;52.00;8.85;140;140;31;88;193338;-5;2;3.23437505053711E-6|1.982812530981446E-5;9.140625142822268E-6|1.2234375191162112E-5;173;5.625000087890626E-7|2.1656250338378913E-5;7.734375120849611E-6|1.2796875199951175E-5
935670346;13517.06;52.00;8.94;101;141;31;94;193439;-5;-1;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;177;2.812500043945313E-7|2.1234375331787115E-5;8.156250127441408E-6|1.3218750206542971E-5
935670347;13525.92;52.00;8.74;35;141;31;86;193474;-4;4;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;168;2.812500043945313E-7|2.1234375331787115E-5;8.156250127441408E-6|1.3218750206542971E-5
935670348;13534.64;51.80;8.73;68;141;31;94;193542;-3;3;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;171;2.812500043945313E-7|2.1234375331787115E-5;8.156250127441408E-6|1.3218750206542971E-5
935670349;13543.25;51.80;8.51;14;141;31;60;193556;-3;2;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;228;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670350;13551.41;51.80;7.93;0;141;31;51;193556;-3;2;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;228;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670351;13558.99;51.80;7.42;0;141;31;57;193557;-2;0;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;150;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670352;13565.4;51.80;5.84;0;141;31;57;193557;-2;0;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;150;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670353;13570.75;51.80;4.75;0;141;31;57;193557;-2;0;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;150;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670354;13575.38;51.80;4.52;0;141;31;42;193557;-2;0;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;150;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670355;13579.34;51.80;3.87;10;141;31;56;193567;-1;1;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;150;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670356;13583.42;51.80;3.22;15;140;31;56;193567;-1;1;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;181;1.265625019775391E-6|1.8984375296630863E-5;7.5937501186523455E-6|1.2796875199951175E-5
935670357;13586.73;51.80;3.46;15;141;31;43;193597;-3;9;1.4062500219726565E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;194;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670358;13590.31;51.80;3.69;83;140;31;55;193680;-3;9;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;175;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670359;13593.77;51.80;3.35;26;141;31;57;193706;-4;-2;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;206;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670360;13596.95;51.80;2.99;9;141;31;53;193715;-4;-2;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;172;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670361;13599.61;51.80;2.50;13;140;31;40;193728;-3;6;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;172;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670362;13601.99;51.80;2.29;34;140;31;40;193728;-3;6;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;194;4.21875006591797E-7|2.2218750347167974E-5;6.609375103271486E-6|1.1953125186767581E-5
935670363;13604.07;52.00;2.40;34;140;31;35;193796;15;20;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;168;3.571875055810548E-5|2.4468750382324223E-5;5.203125081298829E-6|1.1812500184570315E-5
935670364;13606.81;52.00;3.40;221;140;31;50;194017;15;20;7.031250109863283E-7|1.9687500307617193E-5;6.609375103271486E-6|1.1390625177978518E-5;159;3.389062552954102E-5|2.7000000421875007E-5;8.296875129638674E-6|1.1390625177978518E-5
