timestamp[s];distance[m];altitude[m];speed[m/s];power[watts];heart_rate[bpm];temperature[C];cadence[rpm];accumulated_power[watts];left_pco[mm];right_pco[mm];right_power_phase[degrees];right_power_phase_peak[degrees];left_right_balance;left_power_phase[degrees];left_power_phase_peak[degrees]
935677269;93865.02;66.40;13.28;237;171;31;103;1366556;-6;-2;3.346875052294923E-5|2.3484375366943367E-5;7.875000123046877E-6|1.1953125186767581E-5;175;3.4171875533935555E-5|2.1656250338378913E-5;8.296875129638674E-6|1.265625019775391E-5
935677270;93878.3;66.60;13.24;263;171;31;104;1366819;-6;-2;3.487500054492188E-5|2.109375032958985E-5;7.312500114257814E-6|1.1953125186767581E-5;177;3.389062552954102E-5|2.1796875340576176E-5;8.578125134033205E-6|1.293750020214844E-5
935677271;93891.56;66.60;13.20;269;171;31;101;1367088;-6;-4;3.346875052294923E-5|2.0531250320800787E-5;7.734375120849611E-6|1.2234375191162112E-5;178;3.375000052734376E-5|2.264062535375977E-5;8.578125134033205E-6|1.2515625195556644E-5
935677272;93904.76;66.60;13.08;303;171;31;103;1367391;-8;0;3.473437554272462E-5|2.137500033398438E-5;7.734375120849611E-6|1.2796875199951175E-5;178;3.360937552514649E-5|2.3906250373535162E-5;7.875000123046877E-6|1.265625019775391E-5
935677273;93917.76;66.60;12.87;277;171;31;99;1367668;-12;10;3.473437554272462E-5|2.137500033398438E-5;7.734375120849611E-6|1.2796875199951175E-5;178;3.360937552514649E-5|2.3906250373535162E-5;7.875000123046877E-6|1.265625019775391E-5
935677274;93930.54;66.60;12.55;288;171;31;99;1367956;-12;0;3.473437554272462E-5|2.1515625336181647E-5;7.031250109863283E-6|1.1953125186767581E-5;177;3.431250053613282E-5|2.3484375366943367E-5;8.015625125244143E-6|1.2375000193359378E-5
935677275;93943.12;66.60;12.48;328;172;31;97;1368284;-12;1;3.473437554272462E-5|2.1515625336181647E-5;7.031250109863283E-6|1.1953125186767581E-5;176;3.360937552514649E-5|2.559375039990235E-5;7.5937501186523455E-6|1.1812500184570315E-5
935677276;93955.5;66.60;12.27;209;172;31;47;1368493;-12;1;3.487500054492188E-5|2.2500000351562507E-5;7.875000123046877E-6|1.2234375191162112E-5;180;3.360937552514649E-5|2.559375039990235E-5;7.5937501186523455E-6|1.1812500184570315E-5
935677277;93967.7;66.60;12.05;377;172;31;94;1368870;-15;-1;2.109375032958985E-6|2.0250000316406255E-5;9.281250145019534E-6|1.1953125186767581E-5;174;3.473437554272462E-5|2.33437503647461E-5;6.0468750944824235E-6|1.1109375173583987E-5
935677278;93979.68;66.60;12.02;443;173;31;96;1369313;-15;-1;3.206250050097657E-5|2.4468750382324223E-5;5.203125081298829E-6|1.0968750171386721E-5;174;3.403125053173829E-5|2.489062538891602E-5;7.312500114257814E-6|1.167187518237305E-5
935677279;93991.68;66.40;11.97;410;173;31;87;1369723;-4;9;3.206250050097657E-5|2.4468750382324223E-5;5.203125081298829E-6|1.0968750171386721E-5;174;3.403125053173829E-5|2.489062538891602E-5;7.312500114257814E-6|1.167187518237305E-5
935677280;94003.76;66.40;12.24;599;173;31;97;1370322;-4;9;3.009375047021485E-5|2.854687544604493E-5;1.265625019775391E-5|1.6031250250488286E-5;183;0.0|2.756250043066407E-5;9.70312515161133E-6|1.1953125186767581E-5
935677281;94016.12;66.40;12.51;495;174;31;97;1370817;-8;1;3.206250050097657E-5|2.531250039550782E-5;1.84218752878418E-5|1.9265625301025395E-5;182;3.473437554272462E-5|2.2078125344970708E-5;9.984375156005861E-6|1.265625019775391E-5
935677282;94028.76;66.40;12.82;396;174;31;95;1371213;-8;-3;1.4062500219726565E-7|2.0812500325195316E-5;9.281250145019534E-6|1.2375000193359378E-5;186;7.031250109863283E-7|2.1937500342773442E-5;1.1250000175781253E-5|1.2234375191162112E-5
935677283;94041.52;66.40;12.63;23;174;31;95;1371213;-8;-3;1.4062500219726565E-7|2.0812500325195316E-5;9.281250145019534E-6|1.2375000193359378E-5;186;7.031250109863283E-7|2.1937500342773442E-5;1.1250000175781253E-5|1.2234375191162112E-5
935677284;94054.1;66.40;12.42;23;175;31;95;1371213;2;-3;1.4062500219726565E-7|2.0812500325195316E-5;9.281250145019534E-6|1.2375000193359378E-5;186;7.031250109863283E-7|2.1937500342773442E-5;1.1250000175781253E-5|1.2234375191162112E-5
935677285;94066.5;66.40;12.30;23;174;31;53;1371282;-7;1;3.557812555590821E-5|1.9546875305419927E-5;9.140625142822268E-6|1.2515625195556644E-5;175;0.0|2.0953125327392582E-5;8.156250127441408E-6|1.2796875199951175E-5
935677286;94078.84;66.40;12.29;168;174;31;105;1371450;-8;2;3.557812555590821E-5|1.9546875305419927E-5;9.140625142822268E-6|1.2515625195556644E-5;171;0.0|2.0953125327392582E-5;8.156250127441408E-6|1.2796875199951175E-5
935677287;94091.1;66.40;12.19;71;174;31;101;1371521;-3;0;3.360937552514649E-5|2.137500033398438E-5;8.43750013183594E-6|1.1953125186767581E-5;181;3.473437554272462E-5|1.912500029882813E-5;7.734375120849611E-6|1.265625019775391E-5
935677288;94103.22;66.40;11.96;20;173;31;74;1371541;-3;0;3.360937552514649E-5|2.137500033398438E-5;8.43750013183594E-6|1.1953125186767581E-5;228;3.473437554272462E-5|1.912500029882813E-5;7.734375120849611E-6|1.265625019775391E-5
935677289;94115.02;66.60;11.57;4;172;31;51;1371545;-3;5;3.360937552514649E-5|2.137500033398438E-5;8.43750013183594E-6|1.1953125186767581E-5;228;3.473437554272462E-5|1.912500029882813E-5;7.734375120849611E-6|1.265625019775391E-5
935677290;94126.44;67.00;11.29;2;171;31;53;1371545;-3;5;3.360937552514649E-5|2.137500033398438E-5;8.43750013183594E-6|1.1953125186767581E-5;179;3.473437554272462E-5|1.912500029882813E-5;7.734375120849611E-6|1.265625019775391E-5
935677291;94137.6;67.20;11.11;2;170;31;65;1371549;-4;2;3.360937552514649E-5|2.137500033398438E-5;8.43750013183594E-6|1.1953125186767581E-5;179;3.473437554272462E-5|1.912500029882813E-5;7.734375120849611E-6|1.265625019775391E-5
935677292;94148.68;67.40;10.93;74;169;31;78;1371623;-1;2;2.6718750417480476E-6|1.982812530981446E-5;9.70312515161133E-6|1.2375000193359378E-5;179;3.501562554711915E-5|2.235937534936524E-5;6.890625107666017E-6|1.2093750188964847E-5
935677293;94159.52;67.60;10.95;150;168;31;93;1371773;-8;-2;2.6718750417480476E-6|1.982812530981446E-5;9.70312515161133E-6|1.2375000193359378E-5;188;3.501562554711915E-5|2.235937534936524E-5;6.890625107666017E-6|1.2093750188964847E-5
935677294;94170.32;67.60;10.94;124;167;31;93;1371897;-5;0;1.4062500219726565E-7|2.7281250426269536E-5;6.890625107666017E-6|1.2515625195556644E-5;169;1.4062500219726565E-7|2.039062531860352E-5;7.734375120849611E-6|1.2515625195556644E-5
935677295;94181.06;67.60;10.89;84;167;31;43;1371981;-5;0;0.0|1.1531250180175784E-5;7.875000123046877E-6|1.1390625177978518E-5;197;1.4062500219726565E-7|2.039062531860352E-5;7.734375120849611E-6|1.2515625195556644E-5
935677296;94191.92;67.60;11.15;479;166;31;104;1372460;-10;-2;0.0|1.1531250180175784E-5;7.875000123046877E-6|1.1390625177978518E-5;197;1.4062500219726565E-7|2.039062531860352E-5;7.734375120849611E-6|1.2515625195556644E-5
935677297;94203.12;67.60;11.33;469;166;31;91;1372929;-10;-2;3.0937500483398443E-5|2.7281250426269536E-5;7.312500114257814E-6|1.1390625177978518E-5;180;2.9953125468017587E-5|2.756250043066407E-5;8.71875013623047E-6|1.167187518237305E-5
935677298;94214.84;67.80;11.89;558;166;31;99;1373487;-7;-2;3.1218750487792976E-5|2.5734375402099615E-5;9.4218751472168E-6|1.0968750171386721E-5;180;5.625000087890626E-7|2.2781250355957036E-5;9.281250145019534E-6|1.1531250180175784E-5
935677299;94227.18;67.80;12.19;542;166;31;103;1374029;-7;-5;3.543750055371095E-5|2.264062535375977E-5;1.167187518237305E-5|1.3500000210937504E-5;181;5.625000087890626E-7|2.2921875358154302E-5;9.281250145019534E-6|1.2093750188964847E-5
935677300;94239.94;67.80;12.60;494;167;31;101;1374523;-7;-6;3.459375054052735E-5|2.0953125327392582E-5;1.0546875164794924E-5|1.1812500184570315E-5;181;4.21875006591797E-7|2.1937500342773442E-5;1.068750016699219E-5|1.2093750188964847E-5
935677301;94253.0;67.80;12.89;451;167;31;99;1374974;-8;-5;3.459375054052735E-5|2.0953125327392582E-5;1.0546875164794924E-5|1.1812500184570315E-5;180;4.21875006591797E-7|2.1937500342773442E-5;1.068750016699219E-5|1.2093750188964847E-5
935677302;94266.48;67.80;13.27;468;167;31;102;1375442;-7;-5;3.543750055371095E-5|2.1796875340576176E-5;1.0546875164794924E-5|1.1812500184570315E-5;181;7.031250109863283E-7|2.1937500342773442E-5;1.0125000158203127E-5|1.1953125186767581E-5
935677303;94280.26;67.80;13.64;413;168;31;104;1375855;-6;-6;3.543750055371095E-5|2.1796875340576176E-5;1.0546875164794924E-5|1.1812500184570315E-5;184;7.031250109863283E-7|2.1937500342773442E-5;1.0125000158203127E-5|1.1953125186767581E-5
935677304;94294.08;67.80;13.39;59;169;31;64;1375914;-6;0;3.543750055371095E-5|2.1796875340576176E-5;1.0546875164794924E-5|1.1812500184570315E-5;184;7.031250109863283E-7|2.1937500342773442E-5;1.0125000158203127E-5|1.1953125186767581E-5
935677305;94307.78;67.80;13.40;131;169;31;105;1376045;-6;0;1.4062500219726565E-7|2.0812500325195316E-5;1.068750016699219E-5|1.2234375191162112E-5;179;4.21875006591797E-7|2.1515625336181647E-5;8.015625125244143E-6|1.3218750206542971E-5
935677306;94321.48;67.80;13.39;125;170;31;104;1376170;-6;0;1.687500026367188E-6|1.982812530981446E-5;8.156250127441408E-6|1.2093750188964847E-5;180;1.4062500219726565E-7|2.0812500325195316E-5;7.875000123046877E-6|1.3218750206542971E-5
935677307;94335.16;67.80;13.43;180;169;31;104;1376350;-5;0;1.687500026367188E-6|1.982812530981446E-5;8.156250127441408E-6|1.2093750188964847E-5;180;1.4062500219726565E-7|2.0812500325195316E-5;7.875000123046877E-6|1.3218750206542971E-5
935677308;94348.84;67.80;13.55;282;169;31;106;1376632;-5;0;0.0|2.4187500377929694E-5;8.43750013183594E-6|1.265625019775391E-5;176;3.445312553833009E-5|2.4750000386718755E-5;8.43750013183594E-6|1.3500000210937504E-5
935677309;94362.66;67.60;13.64;203;169;31;106;1376835;-4;-3;2.9250000457031256E-5|2.1234375331787115E-5;7.171875112060549E-6|1.1531250180175784E-5;183;3.389062552954102E-5|2.137500033398438E-5;8.43750013183594E-6|1.3078125204345707E-5
935677310;94376.56;67.60;13.72;192;169;31;107;1377027;-2;-2;3.459375054052735E-5|2.0812500325195316E-5;8.43750013183594E-6|1.2234375191162112E-5;180;3.389062552954102E-5|2.137500033398438E-5;8.43750013183594E-6|1.3078125204345707E-5
935677311;94390.46;67.60;13.75;184;168;31;106;1377211;-3;-4;3.459375054052735E-5|2.0812500325195316E-5;8.43750013183594E-6|1.2234375191162112E-5;180;3.459375054052735E-5|2.1234375331787115E-5;8.156250127441408E-6|1.293750020214844E-5
935677312;94404.36;67.60;13.80;142;168;31;106;1377353;-3;-4;3.501562554711915E-5|2.0531250320800787E-5;7.875000123046877E-6|1.2093750188964847E-5;177;3.431250053613282E-5|2.0812500325195316E-5;8.296875129638674E-6|1.3078125204345707E-5
935677313;94418.38;67.60;13.78;122;168;31;108;1377475;-3;-2;5.625000087890626E-7|1.9968750312011722E-5;7.5937501186523455E-6|1.2234375191162112E-5;176;3.431250053613282E-5|2.0812500325195316E-5;8.296875129638674E-6|1.3078125204345707E-5
935677314;94432.34;67.40;13.78;134;168;31;107;1377609;-3;-1;5.625000087890626E-7|1.9968750312011722E-5;7.5937501186523455E-6|1.2234375191162112E-5;177;2.812500043945313E-7|2.109375032958985E-5;8.015625125244143E-6|1.2375000193359378E-5
935677315;94446.28;67.40;13.78;120;167;31;107;1377729;-3;-1;7.031250109863283E-7|1.982812530981446E-5;8.015625125244143E-6|1.2375000193359378E-5;178;3.5156250549316415E-5|2.0953125327392582E-5;7.734375120849611E-6|1.2796875199951175E-5
935677316;94460.16;67.40;13.71;99;167;31;106;1377828;-3;-1;0.0|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5;180;0.0|2.0812500325195316E-5;7.171875112060549E-6|1.2796875199951175E-5
935677317;94474.0;67.20;13.72;98;166;31;107;1377926;-3;3;0.0|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5;175;3.557812555590821E-5|2.0671875322998053E-5;8.015625125244143E-6|1.3218750206542971E-5
935677318;94487.86;67.20;13.76;130;165;31;107;1378056;-4;1;0.0|2.0250000316406255E-5;7.5937501186523455E-6|1.2093750188964847E-5;174;3.557812555590821E-5|2.0671875322998053E-5;8.015625125244143E-6|1.3218750206542971E-5
935677319;94501.76;67.20;13.74;132;165;31;108;1378188;-4;1;8.43750013183594E-7|2.0671875322998053E-5;8.859375138427737E-6|1.3218750206542971E-5;176;3.5156250549316415E-5|2.1515625336181647E-5;8.156250127441408E-6|1.3218750206542971E-5
935677320;94515.58;67.20;13.73;112;165;31;105;1378300;-4;0;8.43750013183594E-7|2.0671875322998053E-5;8.859375138427737E-6|1.3218750206542971E-5;174;3.571875055810548E-5|2.137500033398438E-5;7.312500114257814E-6|1.2796875199951175E-5
935677321;94529.4;67.20;13.68;128;165;31;106;1378428;-5;1;9.843750153808596E-7|2.0250000316406255E-5;8.578125134033205E-6|1.2796875199951175E-5;173;3.571875055810548E-5|2.137500033398438E-5;7.312500114257814E-6|1.2796875199951175E-5
935677322;94543.16;67.20;13.72;140;165;31;106;1378568;-5;1;3.571875055810548E-5|2.0531250320800787E-5;8.156250127441408E-6|1.265625019775391E-5;179;3.543750055371095E-5|2.109375032958985E-5;8.156250127441408E-6|1.3078125204345707E-5
935677323;94556.96;67.00;13.73;134;165;31;107;1378702;-5;1;7.031250109863283E-7|2.039062531860352E-5;8.015625125244143E-6|1.2093750188964847E-5;176;3.543750055371095E-5|2.137500033398438E-5;7.875000123046877E-6|1.3078125204345707E-5
935677324;94570.74;67.00;13.67;150;165;31;106;1378852;-4;1;7.031250109863283E-7|2.039062531860352E-5;8.015625125244143E-6|1.2093750188964847E-5;176;3.543750055371095E-5|2.137500033398438E-5;7.875000123046877E-6|1.3078125204345707E-5
935677325;94584.5;67.00;13.71;179;165;31;107;1379031;-4;1;0.0|2.0531250320800787E-5;8.578125134033205E-6|1.293750020214844E-5;176;3.543750055371095E-5|2.264062535375977E-5;8.43750013183594E-6|1.3218750206542971E-5
935677326;94598.26;67.00;13.73;155;165;31;104;1379186;-3;0;3.543750055371095E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2796875199951175E-5;177;3.5156250549316415E-5|2.1656250338378913E-5;8.156250127441408E-6|1.3218750206542971E-5
935677327;94612.04;67.00;13.73;126;165;31;108;1379312;-4;0;1.265625019775391E-6|2.039062531860352E-5;8.015625125244143E-6|1.2796875199951175E-5;172;0.0|2.109375032958985E-5;7.875000123046877E-6|1.1953125186767581E-5
935677328;94625.76;66.80;13.71;140;165;31;105;1379452;-4;0;1.265625019775391E-6|2.039062531860352E-5;8.015625125244143E-6|1.2796875199951175E-5;169;3.557812555590821E-5|2.1937500342773442E-5;8.296875129638674E-6|1.3078125204345707E-5
935677329;94639.48;66.80;13.66;160;164;31;106;1379612;-5;-1;1.1250000175781252E-6|2.0671875322998053E-5;9.000000140625001E-6|1.3781250215332034E-5;176;3.557812555590821E-5|2.1937500342773442E-5;8.296875129638674E-6|1.3078125204345707E-5
935677330;94653.2;66.60;13.70;166;164;31;106;1379778;-5;-1;1.4062500219726567E-6|2.039062531860352E-5;9.281250145019534E-6|1.3218750206542971E-5;174;3.529687555151368E-5|2.1515625336181647E-5;7.875000123046877E-6|1.2515625195556644E-5
935677331;94666.94;66.60;13.67;168;164;31;106;1379946;-4;-2;1.4062500219726567E-6|2.039062531860352E-5;9.281250145019534E-6|1.3218750206542971E-5;173;3.529687555151368E-5|2.1515625336181647E-5;7.875000123046877E-6|1.2515625195556644E-5
935677332;94680.62;66.40;13.62;156;163;31;106;1380102;-6;1;3.571875055810548E-5|2.0953125327392582E-5;8.296875129638674E-6|1.265625019775391E-5;177;3.487500054492188E-5|2.1656250338378913E-5;8.156250127441408E-6|1.293750020214844E-5
935677333;94694.2;66.40;13.57;159;163;31;105;1380261;-6;1;3.571875055810548E-5|2.0953125327392582E-5;8.296875129638674E-6|1.265625019775391E-5;177;3.501562554711915E-5|2.137500033398438E-5;8.296875129638674E-6|1.3218750206542971E-5
935677334;94707.8;66.40;13.49;107;163;31;104;1380368;-4;-1;9.843750153808596E-7|2.0671875322998053E-5;8.43750013183594E-6|1.293750020214844E-5;177;8.43750013183594E-7|2.2218750347167974E-5;7.312500114257814E-6|1.2515625195556644E-5
935677335;94721.26;66.40;13.41;129;162;31;105;1380497;-4;-1;9.843750153808596E-7|2.0671875322998053E-5;8.43750013183594E-6|1.293750020214844E-5;182;8.43750013183594E-7|2.2218750347167974E-5;7.312500114257814E-6|1.2515625195556644E-5
935677336;94734.64;66.20;13.40;149;161;31;102;1380646;-6;1;1.1250000175781252E-6|2.1234375331787115E-5;8.43750013183594E-6|1.2515625195556644E-5;176;0.0|2.235937534936524E-5;8.015625125244143E-6|1.3218750206542971E-5
935677337;94748.02;66.20;13.40;178;161;31;105;1380824;-7;-1;4.21875006591797E-7|2.0953125327392582E-5;9.281250145019534E-6|1.293750020214844E-5;176;3.487500054492188E-5|2.0953125327392582E-5;8.156250127441408E-6|1.3078125204345707E-5
935677338;94761.46;66.00;13.47;179;161;31;104;1381003;-6;0;4.21875006591797E-7|2.0953125327392582E-5;9.281250145019534E-6|1.293750020214844E-5;175;3.487500054492188E-5|2.0953125327392582E-5;8.156250127441408E-6|1.3078125204345707E-5
935677339;94774.98;66.00;13.55;213;161;31;106;1381216;-6;-2;3.571875055810548E-5|2.1234375331787115E-5;7.875000123046877E-6|1.2234375191162112E-5;175;3.501562554711915E-5|2.235937534936524E-5;8.156250127441408E-6|1.3078125204345707E-5
935677340;94788.62;66.00;13.63;174;161;31;106;1381390;-6;-2;3.529687555151368E-5|2.109375032958985E-5;8.015625125244143E-6|1.2375000193359378E-5;177;3.431250053613282E-5|2.1796875340576176E-5;7.734375120849611E-6|1.293750020214844E-5
935677341;94802.32;66.00;13.66;155;162;31;105;1381545;-6;-5;3.529687555151368E-5|2.109375032958985E-5;8.015625125244143E-6|1.2375000193359378E-5;175;3.431250053613282E-5|2.1796875340576176E-5;7.734375120849611E-6|1.293750020214844E-5
935677342;94816.02;66.00;13.67;149;162;31;106;1381694;-6;-5;3.487500054492188E-5|2.0250000316406255E-5;8.156250127441408E-6|1.2234375191162112E-5;178;3.501562554711915E-5|2.0953125327392582E-5;8.156250127441408E-6|1.265625019775391E-5
935677343;94829.72;66.00;13.69;203;162;31;107;1381897;-5;-2;2.812500043945313E-7|2.039062531860352E-5;7.5937501186523455E-6|1.2515625195556644E-5;180;3.501562554711915E-5|2.1515625336181647E-5;8.015625125244143E-6|1.293750020214844E-5
935677344;94843.46;66.00;13.71;143;163;31;105;1382040;-5;-4;3.529687555151368E-5|2.3203125362548834E-5;8.156250127441408E-6|1.265625019775391E-5;179;3.543750055371095E-5|2.1937500342773442E-5;7.875000123046877E-6|1.2515625195556644E-5
935677345;94857.2;66.00;13.76;164;163;31;107;1382204;-6;-1;0.0|2.0531250320800787E-5;8.71875013623047E-6|1.265625019775391E-5;174;3.473437554272462E-5|2.0812500325195316E-5;8.015625125244143E-6|1.2796875199951175E-5
935677346;94871.0;66.00;13.77;199;164;31;107;1382403;-6;-3;0.0|2.0531250320800787E-5;8.71875013623047E-6|1.265625019775391E-5;174;3.473437554272462E-5|2.0812500325195316E-5;8.015625125244143E-6|1.2796875199951175E-5
935677347;94884.8;66.00;13.74;151;165;31;107;1382554;-6;-3;3.5156250549316415E-5|2.039062531860352E-5;7.734375120849611E-6|1.1812500184570315E-5;178;3.5156250549316415E-5|2.1234375331787115E-5;8.156250127441408E-6|1.2796875199951175E-5
935677348;94898.52;66.00;13.65;140;165;31;106;1382694;-5;-3;3.5156250549316415E-5|2.039062531860352E-5;7.734375120849611E-6|1.1812500184570315E-5;175;3.543750055371095E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2796875199951175E-5
935677349;94912.1;66.00;13.50;124;165;31;105;1382818;-4;-1;3.5156250549316415E-5|2.039062531860352E-5;7.734375120849611E-6|1.1812500184570315E-5;175;3.543750055371095E-5|2.0671875322998053E-5;8.015625125244143E-6|1.2796875199951175E-5
935677350;94925.54;66.00;13.36;86;166;31;106;1382904;-4;-1;2.812500043945313E-7|2.010937531420899E-5;8.015625125244143E-6|1.2515625195556644E-5;169;2.812500043945313E-7|2.039062531860352E-5;7.5937501186523455E-6|1.265625019775391E-5
935677351;94938.86;66.00;13.27;48;166;31;100;1382952;-4;-1;2.812500043945313E-7|2.010937531420899E-5;8.015625125244143E-6|1.2515625195556644E-5;177;2.812500043945313E-7|2.039062531860352E-5;7.5937501186523455E-6|1.265625019775391E-5
935677352;94952.06;66.00;13.05;104;165;31;101;1383056;-5;-1;2.812500043945313E-7|2.010937531420899E-5;8.015625125244143E-6|1.2515625195556644E-5;177;2.812500043945313E-7|2.039062531860352E-5;7.5937501186523455E-6|1.265625019775391E-5
935677353;94965.04;65.80;12.91;126;165;31;101;1383182;-5;-1;9.843750153808596E-7|1.9687500307617193E-5;8.43750013183594E-6|1.3640625213134768E-5;175;2.812500043945313E-7|2.0812500325195316E-5;8.156250127441408E-6|1.2796875199951175E-5
935677354;94977.94;65.80;12.81;128;165;31;98;1383310;-5;-2;0.0|1.982812530981446E-5;8.015625125244143E-6|1.2515625195556644E-5;178;0.0|2.137500033398438E-5;7.875000123046877E-6|1.3078125204345707E-5
935677355;94990.7;65.80;12.64;149;165;31;99;1383459;-3;-3;3.501562554711915E-5|2.137500033398438E-5;8.578125134033205E-6|1.3078125204345707E-5;175;3.529687555151368E-5|2.1796875340576176E-5;8.156250127441408E-6|1.293750020214844E-5
935677356;95003.26;65.80;12.51;138;165;31;97;1383597;-3;-3;3.501562554711915E-5|2.137500033398438E-5;8.578125134033205E-6|1.3078125204345707E-5;177;1.4062500219726565E-7|2.109375032958985E-5;7.45312511645508E-6|1.3078125204345707E-5
935677357;95015.78;65.80;12.48;147;164;31;97;1383744;-3;-3;1.4062500219726565E-7|2.039062531860352E-5;8.156250127441408E-6|1.2234375191162112E-5;176;1.4062500219726565E-7|2.109375032958985E-5;7.45312511645508E-6|1.3078125204345707E-5
935677358;95028.18;65.60;12.34;137;164;31;95;1383881;-4;-3;8.43750013183594E-7|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;172;0.0|2.1937500342773442E-5;8.015625125244143E-6|1.293750020214844E-5
935677359;95040.5;65.60;12.27;148;163;31;95;1384029;-6;-6;8.43750013183594E-7|1.9687500307617193E-5;8.43750013183594E-6|1.2375000193359378E-5;175;0.0|2.1937500342773442E-5;8.015625125244143E-6|1.293750020214844E-5
935677360;95052.76;65.60;12.25;136;163;31;95;1384165;-5;-6;1.4062500219726565E-7|2.010937531420899E-5;7.734375120849611E-6|1.2234375191162112E-5;176;3.4171875533935555E-5|2.0812500325195316E-5;8.156250127441408E-6|1.265625019775391E-5
935677361;95064.98;65.60;12.17;135;163;31;96;1384300;-5;-6;4.21875006591797E-7|1.9968750312011722E-5;8.015625125244143E-6|1.2093750188964847E-5;177;0.0|2.0812500325195316E-5;8.015625125244143E-6|1.265625019775391E-5
935677362;95077.12;65.60;12.12;155;162;31;94;1384455;-4;-6;3.571875055810548E-5|1.9265625301025395E-5;8.859375138427737E-6|1.2515625195556644E-5;177;0.0|2.0812500325195316E-5;8.015625125244143E-6|1.265625019775391E-5
935677363;95089.2;65.60;12.06;139;162;31;92;1384594;-7;-7;3.571875055810548E-5|1.9265625301025395E-5;8.859375138427737E-6|1.2515625195556644E-5;174;0.0|2.0812500325195316E-5;8.015625125244143E-6|1.265625019775391E-5
935677364;95101.28;65.80;12.00;154;161;31;102;1384748;-5;-5;3.571875055810548E-5|2.010937531420899E-5;7.45312511645508E-6|1.2234375191162112E-5;175;3.529687555151368E-5|2.1656250338378913E-5;8.156250127441408E-6|1.2515625195556644E-5
935677365;95113.28;65.80;11.91;136;161;31;99;1384884;-5;-5;0.0|1.9968750312011722E-5;7.875000123046877E-6|1.2093750188964847E-5;177;3.5156250549316415E-5|2.109375032958985E-5;8.43750013183594E-6|1.3078125204345707E-5
935677366;95125.2;65.80;11.87;163;161;31;99;1385047;-5;-5;0.0|1.9968750312011722E-5;7.875000123046877E-6|1.2093750188964847E-5;177;3.5156250549316415E-5|2.109375032958985E-5;8.43750013183594E-6|1.3078125204345707E-5
935677367;95137.06;65.80;11.91;106;161;31;98;1385153;-6;-4;5.625000087890626E-7|1.982812530981446E-5;7.875000123046877E-6|1.2796875199951175E-5;184;3.5156250549316415E-5|2.1234375331787115E-5;8.015625125244143E-6|1.2796875199951175E-5
935677368;95148.96;66.00;11.88;96;161;31;99;1385249;-6;-4;1.1250000175781252E-6|2.0671875322998053E-5;7.734375120849611E-6|1.265625019775391E-5;184;5.625000087890626E-7|2.0953125327392582E-5;7.734375120849611E-6|1.3078125204345707E-5
935677369;95160.82;66.00;11.86;148;160;31;102;1385397;-13;-1;1.1250000175781252E-6|2.0671875322998053E-5;7.734375120849611E-6|1.265625019775391E-5;176;5.625000087890626E-7|2.0953125327392582E-5;7.734375120849611E-6|1.3078125204345707E-5
935677370;95172.7;66.00;11.85;152;160;31;99;1385549;-13;-1;9.843750153808596E-7|2.0812500325195316E-5;8.156250127441408E-6|1.2796875199951175E-5;175;4.21875006591797E-7|2.1796875340576176E-5;7.171875112060549E-6|1.2515625195556644E-5
935677371;95184.54;66.00;11.84;141;159;31;98;1385690;-13;-1;9.843750153808596E-7|2.0812500325195316E-5;8.156250127441408E-6|1.2796875199951175E-5;183;1.4062500219726565E-7|2.109375032958985E-5;7.5937501186523455E-6|1.2234375191162112E-5
935677372;95196.36;66.00;11.87;128;158;31;97;1385818;-14;-1;9.843750153808596E-7|2.0812500325195316E-5;8.156250127441408E-6|1.2796875199951175E-5;177;4.21875006591797E-7|2.0812500325195316E-5;7.5937501186523455E-6|1.2515625195556644E-5
935677373;95208.18;66.00;11.79;131;158;31;98;1385949;-12;-1;5.625000087890626E-7|2.0531250320800787E-5;8.015625125244143E-6|1.2375000193359378E-5;177;0.0|2.1234375331787115E-5;7.875000123046877E-6|1.2796875199951175E-5
935677374;95219.98;66.00;11.76;135;158;31;98;1386084;-3;2;5.625000087890626E-7|2.0531250320800787E-5;8.015625125244143E-6|1.2375000193359378E-5;176;0.0|2.1234375331787115E-5;7.875000123046877E-6|1.2796875199951175E-5
935677375;95231.74;66.00;11.82;179;158;31;98;1386263;12;-2;8.43750013183594E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;176;0.0|2.1796875340576176E-5;6.890625107666017E-6|1.2093750188964847E-5
935677376;95243.56;66.00;11.84;171;157;31;98;1386434;-6;-6;8.43750013183594E-7|1.9968750312011722E-5;7.312500114257814E-6|1.2093750188964847E-5;177;0.0|2.1937500342773442E-5;7.031250109863283E-6|1.1953125186767581E-5
935677377;95255.34;66.00;11.80;191;158;31;110;1386625;-7;-6;7.031250109863283E-7|2.0250000316406255E-5;6.750000105468752E-6|1.1250000175781253E-5;179;0.0|2.1937500342773442E-5;7.031250109863283E-6|1.1953125186767581E-5
